Official division,Name type,Administrative area name,Administrative level,Description,Comment,Part of,MAEASaM ID,Geometry,resourceid
Sub county,Primary name,Laisamis,Level 2,,,,ADMIN-KEN-000000194,,3475fdbd-13e9-4bcc-9fc6-bb90c51323c8
Sub county,Primary name,Lamu East,Level 2,,,,ADMIN-KEN-000000193,,39c39f84-92ae-41ad-94db-5f01d754889d
Sub county,Primary name,Lamu West,Level 2,,,,ADMIN-KEN-000000192,,198e9f92-284e-403a-a11c-5fbc67c7025f
Sub county,Primary name,Langata,Level 2,,,,ADMIN-KEN-000000191,,8c459893-c4f7-46b9-b7cb-93d6def4d6e9
Sub county,Primary name,Lari,Level 2,,,,ADMIN-KEN-000000190,,ca96e00e-a956-48ca-9f2e-e41b1e170278
Sub county,Primary name,Likoni,Level 2,,,,ADMIN-KEN-000000189,,f8bb8ff4-c674-47da-9dc0-9217ec3d8cdb
Sub county,Primary name,Likuyani,Level 2,,,,ADMIN-KEN-000000188,,e3406ad7-e7f1-46bd-8561-236cdf519778
Sub county,Primary name,Limuru,Level 2,,,,ADMIN-KEN-000000187,,ea370131-6a33-44d1-82d6-8b6267ec05c1
Sub county,Primary name,Loima,Level 2,,,,ADMIN-KEN-000000186,,771c2376-ac22-4f95-891b-249239fae1d6
Sub county,Primary name,Luanda,Level 2,,,,ADMIN-KEN-000000185,,5395f12a-e050-4466-aef3-b9193ea904df
Sub county,Primary name,Lugari,Level 2,,,,ADMIN-KEN-000000184,,48b4c2b1-a742-4eea-9a26-838652e2635b
Sub county,Primary name,Lunga Lunga,Level 2,,,,ADMIN-KEN-000000183,,dd0c19c2-ba4e-4e69-a157-8e3e3ab1f8e0
Sub county,Primary name,Lurambi,Level 2,,,,ADMIN-KEN-000000182,,79475b1f-d106-4aef-ae6e-b62bcc6202ab
Sub county,Primary name,Maara,Level 2,,,,ADMIN-KEN-000000181,,a942aa97-0691-4941-aaed-c634bdaf56cc
Sub county,Primary name,Machakos Town,Level 2,,,,ADMIN-KEN-000000180,,f4d2ea07-8019-4326-889d-f4a32205bda8
Sub county,Primary name,Kinango,Level 2,,,,ADMIN-KEN-000000223,,851bdf1f-267d-4a83-ad31-177c0afb43ca
Sub county,Primary name,Kinangop,Level 2,,,,ADMIN-KEN-000000222,,c2f7dd64-c850-41b1-974c-70d7e1db7d6e
Sub county,Primary name,Kipipiri,Level 2,,,,ADMIN-KEN-000000221,,49a8377e-b951-4396-a5b0-dcc844806321
Sub county,Primary name,Kipkelion East,Level 2,,,,ADMIN-KEN-000000220,,137e21f7-0722-47c5-8c67-c0d8dac9caa6
Sub county,Primary name,Kipkelion West,Level 2,,,,ADMIN-KEN-000000219,,393e3d3d-ea05-4f03-925f-3fcc7f683760
Sub county,Primary name,Kirinyaga Central,Level 2,,,,ADMIN-KEN-000000218,,6d97647e-52cc-4e74-ab23-b330df738caa
Sub county,Primary name,Kisauni,Level 2,,,,ADMIN-KEN-000000217,,530a9a3e-fd44-4a86-a652-df3ee4687e67
Sub county,Primary name,Kisumu Central,Level 2,,,,ADMIN-KEN-000000216,,7960ef27-630d-43e8-a5d5-232c04c05c57
Sub county,Primary name,Kisumu East,Level 2,,,,ADMIN-KEN-000000215,,9916472f-5b2f-44a8-b3b3-0deb717fd88b
Sub county,Primary name,Kisumu West,Level 2,,,,ADMIN-KEN-000000214,,7acebb06-d13b-4c68-a023-a92a9b01ba83
Sub county,Primary name,Kitui Central,Level 2,,,,ADMIN-KEN-000000213,,691b9678-fc88-45c3-9d7f-a525e4ef8b29
Sub county,Primary name,Kitui East,Level 2,,,,ADMIN-KEN-000000212,,73f3c77f-0df1-457d-9b4b-fedca2af493b
Sub county,Primary name,Kitui Rural,Level 2,,,,ADMIN-KEN-000000211,,0b54c142-e50a-409b-8426-b7926c90f923
Sub county,Primary name,Kitui South,Level 2,,,,ADMIN-KEN-000000210,,423cc6e3-4d9c-4c09-8a91-8be489f27c39
Sub county,Primary name,Kitui West,Level 2,,,,ADMIN-KEN-000000209,,b180f3f4-b538-4fd8-80c2-22bdad31633d
Sub county,Primary name,Kitutu Chache North,Level 2,,,,ADMIN-KEN-000000208,,4d8a5482-8b3d-40bc-9782-42f41619233b
Sub county,Primary name,Kitutu Chache South,Level 2,,,,ADMIN-KEN-000000207,,2af2ae5a-6afc-45bf-94e4-4f29168ed4eb
Sub county,Primary name,Kitutu Masaba,Level 2,,,,ADMIN-KEN-000000206,,8450bd4e-0661-4c74-ba49-83fbca306d8a
Sub county,Primary name,Konoin,Level 2,,,,ADMIN-KEN-000000205,,d84e1127-7bd6-4986-9335-93b49905b025
Sub county,Primary name,Kuresoi North,Level 2,,,,ADMIN-KEN-000000204,,bd748a0c-ae28-4eb7-a714-0fc81c997b53
Sub county,Primary name,Kuresoi South,Level 2,,,,ADMIN-KEN-000000203,,75885003-318c-499e-a14d-d52be5a882ae
Sub county,Primary name,Kuria East,Level 2,,,,ADMIN-KEN-000000202,,1d31c160-dbf4-44c1-b4a3-7eb7deb28f95
Sub county,Primary name,Kasarani,Level 2,,,,ADMIN-KEN-000000245,,3a05d7c4-06b0-43e1-84b5-4a2040212c81
Sub county,Primary name,Kasipul,Level 2,,,,ADMIN-KEN-000000244,,345e015e-3f50-4de6-9b47-983336311d7e
Sub county,Primary name,Kathiani,Level 2,,,,ADMIN-KEN-000000243,,bfbc42a2-5252-47fb-bb3b-94515eaf2f49
Sub county,Primary name,Keiyo North,Level 2,,,,ADMIN-KEN-000000242,,5e38b005-8bb5-4036-9175-085eccb73af3
Sub county,Primary name,Keiyo South,Level 2,,,,ADMIN-KEN-000000241,,0ae666ef-59db-4c69-91f2-d5c9c76c0a49
Sub county,Primary name,Kesses,Level 2,,,,ADMIN-KEN-000000240,,fe49f24c-5c08-45b4-adff-236dbdad024e
Sub county,Primary name,Khwisero,Level 2,,,,ADMIN-KEN-000000239,,61305166-92bd-46bc-aa7b-d24f396f2cf8
Sub county,Primary name,Kiambaa,Level 2,,,,ADMIN-KEN-000000238,,433e07ba-ac00-460c-869f-f90e14b7c3de
Sub county,Primary name,Kibra,Level 2,,,,ADMIN-KEN-000000237,,3bb94dc8-8599-4e9b-a850-c33d18fb644f
Sub county,Primary name,Kibwezi East,Level 2,,,,ADMIN-KEN-000000236,,d3044399-a3c2-4295-af60-8a529077d96b
Sub county,Primary name,Kibwezi West,Level 2,,,,ADMIN-KEN-000000235,,419538f0-de09-4997-872f-d5acb64bc85a
Sub county,Primary name,Kieni,Level 2,,,,ADMIN-KEN-000000234,,a602c00b-4121-47d8-b9c3-088b3ebe6d69
Sub county,Primary name,Kigumo,Level 2,,,,ADMIN-KEN-000000233,,66134820-a788-46cf-8e08-d24d39c95468
Sub county,Primary name,Kiharu,Level 2,,,,ADMIN-KEN-000000232,,c39cf4c0-c3a1-4409-9e7a-12ec623c3ee2
Sub county,Primary name,Kikuyu,Level 2,,,,ADMIN-KEN-000000231,,6a244729-b22d-4239-8b9d-58ff5293ecf4
Sub county,Primary name,Kilgoris,Level 2,,,,ADMIN-KEN-000000230,,037105cd-bd11-4f1b-b63a-e58b57fe51fe
Sub county,Primary name,Kilifi North,Level 2,,,,ADMIN-KEN-000000229,,8f082e60-630d-40d5-8b10-c2bf4e1a0af4
Sub county,Primary name,Kilifi South,Level 2,,,,ADMIN-KEN-000000228,,8b0cd528-86fe-410f-a34b-e179ba8f02d2
Sub county,Primary name,Kilimani,Level 2,,,,ADMIN-KEN-000000227,,2fc4e60a-a841-4460-88e5-558fbbba411f
Sub county,Primary name,Kilome,Level 2,,,,ADMIN-KEN-000000226,,4a09a26e-5204-4416-b187-3c703dcc269e
Sub county,Primary name,Kimilili,Level 2,,,,ADMIN-KEN-000000225,,536a0494-965f-4117-b522-13d501c1fc9b
Sub county,Primary name,Kiminini,Level 2,,,,ADMIN-KEN-000000224,,dc576711-f1d0-47bb-bf64-8aa0efe80a87
Sub county,Primary name,Isiolo South,Level 2,,,,ADMIN-KEN-000000267,,f916301c-5d35-43a0-8dde-9773d8b9fb45
Sub county,Primary name,Jomvu,Level 2,,,,ADMIN-KEN-000000266,,c5d518bf-7192-4c4f-a372-f294b1fd1c9b
Sub county,Primary name,Juja,Level 2,,,,ADMIN-KEN-000000265,,24e3f567-ea12-45e3-b0a8-dbb00a60cb90
Sub county,Primary name,Kabete,Level 2,,,,ADMIN-KEN-000000264,,afbc174f-1a01-4dbe-8e93-45efc76e9acc
Sub county,Primary name,Kabondo Kasipul,Level 2,,,,ADMIN-KEN-000000263,,6895d4dd-1701-4aac-9660-7200e3a237b5
Sub county,Primary name,Kabuchai,Level 2,,,,ADMIN-KEN-000000262,,65e06559-1536-42e0-b395-59e97f3c9664
Sub county,Primary name,Kacheliba,Level 2,,,,ADMIN-KEN-000000261,,b1562b52-6923-4c99-9cf8-8e09b7d29652
Sub county,Primary name,Kaiti,Level 2,,,,ADMIN-KEN-000000260,,5d38ee43-957e-4623-9ff0-1206166e69c8
Sub county,Primary name,Kajiado Central,Level 2,,,,ADMIN-KEN-000000259,,3ffe286e-7643-4244-b4c3-1030520e15f1
Sub county,Primary name,Kajiado East,Level 2,,,,ADMIN-KEN-000000258,,6e73c833-726d-43f3-9326-a16e8c8b6b35
Sub county,Primary name,Kajiado North,Level 2,,,,ADMIN-KEN-000000257,,84c41a68-b78d-434f-9989-40fcab5d9579
Sub county,Primary name,Kajiado South,Level 2,,,,ADMIN-KEN-000000256,,f0d67537-a15c-4ae4-bb6f-9c49ee1c152d
Sub county,Primary name,Kajiado West,Level 2,,,,ADMIN-KEN-000000255,,84cc3264-3068-43e5-8c31-c220d4aa1745
Sub county,Primary name,Kaloleni,Level 2,,,,ADMIN-KEN-000000254,,917e96c3-723c-4cea-a1c3-dc04a7a3b6bd
Sub county,Primary name,Kamukunji,Level 2,,,,ADMIN-KEN-000000253,,9447e737-8ecb-437b-ac61-959a45ca6650
Sub county,Primary name,Kandara,Level 2,,,,ADMIN-KEN-000000252,,055f1d59-55c2-4487-ba39-a44ea07b26a5
Sub county,Primary name,Kanduyi,Level 2,,,,ADMIN-KEN-000000251,,96dd79a5-79c2-42e4-8e7d-43790964673c
Sub county,Primary name,Kangema,Level 2,,,,ADMIN-KEN-000000250,,ecc4e051-653b-4f64-ac6c-5ea199d4bfda
Sub county,Primary name,Kangundo,Level 2,,,,ADMIN-KEN-000000249,,46de1b78-ced6-4743-a423-2a8ab576743a
Sub county,Primary name,Kapenguria,Level 2,,,,ADMIN-KEN-000000248,,d1b734a8-2140-413c-9fce-d56a7dde8c66
Sub county,Primary name,Kapseret,Level 2,,,,ADMIN-KEN-000000247,,01a260d4-7ba6-4794-bff8-a23c9ee32d01
Sub county,Primary name,Karachuonyo,Level 2,,,,ADMIN-KEN-000000246,,d317a261-0a41-4bf4-84f3-5c4c8c2972c8
Sub county,Primary name,Emurua Dikirr,Level 2,,,,ADMIN-KEN-000000289,,77d378b5-a075-4f34-ad10-5eff4740b9bb
Sub county,Primary name,Endebess,Level 2,,,,ADMIN-KEN-000000288,,9b7608cf-0134-4815-84de-21685ef1a44f
Sub county,Primary name,Fafi,Level 2,,,,ADMIN-KEN-000000287,,407a2b01-4cbd-4b2d-912c-e36040552bff
Sub county,Primary name,Funyula,Level 2,,,,ADMIN-KEN-000000286,,5e3af0e8-5972-4cb1-b8e4-b8f33889d4b0
Sub county,Primary name,Gachoka,Level 2,,,,ADMIN-KEN-000000285,,5311385a-da08-4232-8ca6-e0ded31abbcc
Sub county,Primary name,Galole,Level 2,,,,ADMIN-KEN-000000284,,67e0f437-6519-46fc-afb0-e505a7b78734
Sub county,Primary name,Ganze,Level 2,,,,ADMIN-KEN-000000283,,17a1d6cb-8fb8-4c02-914f-a6cce35f9e63
Sub county,Primary name,Garsen,Level 2,,,,ADMIN-KEN-000000282,,a603e754-c3b4-4210-9cee-931b95124fe5
Sub county,Primary name,Gatanga,Level 2,,,,ADMIN-KEN-000000281,,372fd7fd-603e-4f68-ac57-1202d5618252
Sub county,Primary name,Gatundu North,Level 2,,,,ADMIN-KEN-000000280,,5fde3955-c1c8-49ef-a528-1ebb49305c17
Sub county,Primary name,Gatundu South,Level 2,,,,ADMIN-KEN-000000279,,7549024b-382b-4088-b54c-3b5d44aa464c
Sub county,Primary name,Gem,Level 2,,,,ADMIN-KEN-000000278,,ee029109-8d9f-4dad-856c-a5be156458e6
Sub county,Primary name,Gichugu,Level 2,,,,ADMIN-KEN-000000277,,146e83eb-ca73-4ba1-be8b-c6e05816bab3
Sub county,Primary name,Gilgil,Level 2,,,,ADMIN-KEN-000000276,,71c86989-77b6-4228-a7c6-d05516eabed9
Sub county,Primary name,Githunguri,Level 2,,,,ADMIN-KEN-000000275,,6746e01e-6e77-4d89-9ca4-41253b78f449
Sub county,Primary name,Hamisi,Level 2,,,,ADMIN-KEN-000000274,,15e3184f-243d-4357-95ad-4b0850598628
Sub county,Primary name,Igembe Central,Level 2,,,,ADMIN-KEN-000000273,,92b68bed-acc6-417e-a8e3-5d1eb8a9414f
Sub county,Primary name,Igembe North,Level 2,,,,ADMIN-KEN-000000272,,ce43d8f9-fa44-445b-9cbe-f067b030a993
Sub county,Primary name,Igembe South,Level 2,,,,ADMIN-KEN-000000271,,bcc0476e-02b5-46cf-a28e-ac30a079e0d0
Sub county,Primary name,Ijara,Level 2,,,,ADMIN-KEN-000000270,,0f8ab8fc-85bf-4590-9ece-99c9d6d4fdf8
Sub county,Primary name,Ikolomani,Level 2,,,,ADMIN-KEN-000000269,,425a74aa-f60e-46cc-b663-b3bcb60e716c
Sub county,Primary name,Isiolo North,Level 2,,,,ADMIN-KEN-000000268,,bf08f354-7a7c-4f3f-99cc-5f1c78ac1919
Sub county,Primary name,Bura,Level 2,,,,ADMIN-KEN-000000311,,13705c2b-7eb7-4045-be97-276e1ac44c37
Sub county,Primary name,Buret,Level 2,,,,ADMIN-KEN-000000310,,7f6a94b2-1979-444d-8dd6-3a462ce9e828
Sub county,Primary name,Butere,Level 2,,,,ADMIN-KEN-000000309,,a76ff0dc-e205-42b1-afed-63a7896a44f9
Sub county,Primary name,Butula,Level 2,,,,ADMIN-KEN-000000308,,35f4de66-15c2-4794-8c87-85987afaa8d6
Sub county,Primary name,Buuri,Level 2,,,,ADMIN-KEN-000000307,,5cb9dadf-e7f0-4e88-98fd-d7424919db00
Sub county,Primary name,Cental Imenti,Level 2,,,,ADMIN-KEN-000000306,,ac634bee-6569-445e-8314-cf9bfbe4c675
Sub county,Primary name,Changamwe,Level 2,,,,ADMIN-KEN-000000305,,6c3986eb-665d-4d6e-8c74-d6e3157f8772
Sub county,Primary name,Chepalungu,Level 2,,,,ADMIN-KEN-000000304,,dfbac616-0faf-4300-8762-1a91730135fe
Sub county,Primary name,Cherangany,Level 2,,,,ADMIN-KEN-000000303,,4405d79e-7ec4-472c-8d1c-d95ae22b2726
Sub county,Primary name,Chesumei,Level 2,,,,ADMIN-KEN-000000302,,41c64eda-3921-41d6-a1d7-fac10ce55313
Sub county,Primary name,Dadaab,Level 2,,,,ADMIN-KEN-000000301,,65d1625c-5ebb-490a-9181-90873af18e69
Sub county,Primary name,Dagoretti,Level 2,,,,ADMIN-KEN-000000300,,1d0d213f-019d-46e1-bc22-84906971829e
Sub county,Primary name,Dujis,Level 2,,,,ADMIN-KEN-000000299,,fc248c90-2ae5-4394-b88d-be7318fbcc14
Sub county,Primary name,Eldama Ravine,Level 2,,,,ADMIN-KEN-000000298,,ee357217-1c36-4f51-9145-f2c362bb3e9e
Sub county,Primary name,Eldas,Level 2,,,,ADMIN-KEN-000000297,,84cd7703-0253-473f-9dbe-46e1011b5f3f
Sub county,Primary name,Embakasi Central,Level 2,,,,ADMIN-KEN-000000296,,9f917dfd-9e9a-4247-adce-75d5ba37b40a
Sub county,Primary name,Embakasi East,Level 2,,,,ADMIN-KEN-000000295,,5d815122-c849-432e-851e-15300e10bd00
Sub county,Primary name,Embakasi North,Level 2,,,,ADMIN-KEN-000000294,,f5d00713-7f96-4ddc-80d6-c0057f1d64d9
Sub county,Primary name,Embakasi South,Level 2,,,,ADMIN-KEN-000000293,,3593f02e-fff3-4351-b206-02f89adf8ce6
Sub county,Primary name,Embakasi West,Level 2,,,,ADMIN-KEN-000000292,,35a4a3dd-cbc7-4b0f-a5f9-a1d0427b0680
Sub county,Primary name,Emgwen,Level 2,,,,ADMIN-KEN-000000291,,638ce078-db85-479f-bac3-e92589d72b09
Sub county,Primary name,Emuhaya,Level 2,,,,ADMIN-KEN-000000290,,b2eca061-ec4f-4261-b242-51a20ba94acf
National,Primary name,Benin,Level 0,,,,ADMIN-BEN-000000001,,aa689721-8558-4f15-82a3-e7d28b484418
Sub county,Primary name,Ainamoi,Level 2,,,,ADMIN-KEN-000000332,,553749c9-df79-4e8f-b0b5-fe2fdbae6927
Sub county,Primary name,Aldai,Level 2,,,,ADMIN-KEN-000000331,,70a46b43-e891-4b3b-a346-4ba728363a5c
Sub county,Primary name,Alego Usonga,Level 2,,,,ADMIN-KEN-000000330,,4a160e06-f903-4a9f-90ba-dc704741f681
Sub county,Primary name,Awendo,Level 2,,,,ADMIN-KEN-000000329,,193a5850-36b8-4f03-9f74-14c841756eed
Sub county,Primary name,Bahati,Level 2,,,,ADMIN-KEN-000000328,,216931df-0832-4fb8-9a08-1612755a4a06
Sub county,Primary name,Balambala,Level 2,,,,ADMIN-KEN-000000327,,eab705ef-9a84-4630-a28c-fb3abaef3ffc
Sub county,Primary name,Banissa,Level 2,,,,ADMIN-KEN-000000326,,98328c4c-de04-474c-bc6f-458d8009f507
Sub county,Primary name,Baringo Central,Level 2,,,,ADMIN-KEN-000000325,,bffb3ccd-c059-487b-9c70-4a095018ee91
Sub county,Primary name,Baringo North,Level 2,,,,ADMIN-KEN-000000324,,eb1f282c-30fc-4d84-952d-b9b93f25d4ea
Sub county,Primary name,Baringo South,Level 2,,,,ADMIN-KEN-000000323,,1ed3d0f4-d6c8-41a3-9b0a-43aabc4d8fb5
Sub county,Primary name,Belgut,Level 2,,,,ADMIN-KEN-000000322,,a9e21b61-d736-45d6-a8de-92faa0bbab46
Sub county,Primary name,Bobasi,Level 2,,,,ADMIN-KEN-000000321,,52b70d71-c525-4ef9-95e1-9d4dd82a9c61
Sub county,Primary name,Bomachoge Borabu,Level 2,,,,ADMIN-KEN-000000320,,3d62cb7b-2a44-4aa2-90f2-b8f8a2b9e817
Sub county,Primary name,Bomachoge Chache,Level 2,,,,ADMIN-KEN-000000319,,f65eed41-8944-496d-ad99-ef28759d9ae7
Sub county,Primary name,Bomet Central,Level 2,,,,ADMIN-KEN-000000318,,b8497d51-5df8-4a14-93cd-3763d2ad4390
Sub county,Primary name,Bomet East,Level 2,,,,ADMIN-KEN-000000317,,042440ce-2882-4dfd-9ff4-57dd6da6d424
Sub county,Primary name,Bonchari,Level 2,,,,ADMIN-KEN-000000316,,e9de3766-e443-4477-b380-66ca5db90ede
Sub county,Primary name,Bondo,Level 2,,,,ADMIN-KEN-000000315,,0d95dbe1-2546-4d2c-9f63-d48f8008c1c1
Sub county,Primary name,Borabu,Level 2,,,,ADMIN-KEN-000000314,,9c13cd42-4c6b-4a51-ac04-c1c07ead9030
Sub county,Primary name,Budalangi,Level 2,,,,ADMIN-KEN-000000313,,9b23ceb8-0921-4128-96f6-914d0959b029
Sub county,Primary name,Bumula,Level 2,,,,ADMIN-KEN-000000312,,c6c32e0c-20cf-4919-bca2-11f057615b0b
,Primary name,Materi,Level 2,,,,ADMIN-BEN-000000024,,1c0b6a3f-1780-4bae-875a-db8128bb7c6e
,Primary name,Kouande,Level 2,,,,ADMIN-BEN-000000023,,0275d602-fa07-402c-9bd4-4f1d7fc138a4
,Primary name,Kobli,Level 2,,,,ADMIN-BEN-000000022,,c7fc095f-da43-48ee-b2e7-bc5e4ad84843
,Primary name,Kerou,Level 2,,,,ADMIN-BEN-000000021,,5a876237-9415-43e1-8b1a-718f0040dd63
,Primary name,Boukoumbe,Level 2,,,,ADMIN-BEN-000000020,,14f0277a-0be3-4f5d-a0a5-b5ba4e7f6174
,Primary name,Segbana,Level 2,,,,ADMIN-BEN-000000019,,4c9d85e5-688e-4cfc-9909-424bf1722cde
,Primary name,Malanville,Level 2,,,,ADMIN-BEN-000000018,,767da6c1-a97f-44c7-9af4-41f9ecb1aba8
,Primary name,Karimama,Level 2,,,,ADMIN-BEN-000000017,,db6f12c8-2ef6-4f45-8a5e-df0978626931
,Primary name,Kandi,Level 2,,,,ADMIN-BEN-000000016,,39648fcd-07d5-42ac-a7cc-a3547b0a73ad
,Primary name,Gogounou,Level 2,,,,ADMIN-BEN-000000015,,79f7d2b0-decc-410d-a7c6-aa1a2025a12f
,Primary name,Banikoara,Level 2,,,,ADMIN-BEN-000000014,,f65e33fc-9dec-4a24-a2f8-0ac164348f29
Department,Primary name,Zou,Level 1,,,,ADMIN-BEN-000000013,,353b5d17-b655-446d-ab60-9f20323bb720
Department,Primary name,Plateau,Level 1,,,,ADMIN-BEN-000000012,,51e9bfe6-c684-4ea3-9434-48008824d15f
Department,Primary name,Oueme,Level 1,,,,ADMIN-BEN-000000011,,0e41ffa9-dcab-4cef-8245-5eb62e76a96b
Department,Primary name,Mono,Level 1,,,,ADMIN-BEN-000000010,,f1ae05f6-1b74-4963-84fe-f716e6ea53da
Department,Primary name,Littoral,Level 1,,,,ADMIN-BEN-000000009,,2a542538-7dca-40e9-8845-84a672041e72
Department,Primary name,Donga,Level 1,,,,ADMIN-BEN-000000008,,b1d89673-1b25-47e3-a21b-5abf412d1c08
Department,Primary name,Couffo,Level 1,,,,ADMIN-BEN-000000007,,d2ae1c6e-e1ea-46b7-9f3e-dd61ba6afbb6
Department,Primary name,Collines,Level 1,,,,ADMIN-BEN-000000006,,cb16d9b2-d5f2-4858-b040-95e8f7adc905
Department,Primary name,Borgou,Level 1,,,,ADMIN-BEN-000000005,,0895d9ab-76f4-4703-a1ce-3a473fd58eed
Department,Primary name,Atlantique,Level 1,,,,ADMIN-BEN-000000004,,e170c17e-2ebc-4e2a-b18a-00f52e591d93
Department,Primary name,Atakora,Level 1,,,,ADMIN-BEN-000000003,,f63c58d0-35d8-4179-b2ef-639834a5541c
Department,Primary name,Alibori,Level 1,,,,ADMIN-BEN-000000002,,1eb69122-f58a-439e-9f13-accc256b9dc5
,Primary name,Save,Level 2,,,,ADMIN-BEN-000000050,,b9bd5044-6fc8-4d48-a9eb-51c2bbe93e66
,Primary name,Savalou,Level 2,,,,ADMIN-BEN-000000049,,93dec927-5e4e-43dc-bc36-b8f14b7502ab
,Primary name,Ouesse,Level 2,,,,ADMIN-BEN-000000048,,b11ab8a1-18d9-42f1-aa11-457c1553335e
,Primary name,Glazoue,Level 2,,,,ADMIN-BEN-000000047,,71307da3-7541-4588-a99e-63f1569432e0
,Primary name,Dassa,Level 2,,,,ADMIN-BEN-000000046,,ae8ea16d-c51f-49e2-b269-8e4bdb873736
,Primary name,Bante,Level 2,,,,ADMIN-BEN-000000045,,d4412947-218c-4a27-894a-3f0d30d74d45
,Primary name,Tchaourou,Level 2,,,,ADMIN-BEN-000000044,,8af7909f-3c6f-48bd-8d5f-12a370ff540d
,Primary name,Sinende,Level 2,,,,ADMIN-BEN-000000043,,236dc8c5-214a-452f-9cba-1f924bc662f5
,Primary name,Perere,Level 2,,,,ADMIN-BEN-000000042,,2116b4be-ff23-40f6-9d1b-69184d0f3687
,Primary name,Parakou,Level 2,,,,ADMIN-BEN-000000041,,ebb4825c-064b-47b3-9658-9174a71f043c
,Primary name,Nikki,Level 2,,,,ADMIN-BEN-000000040,,1912ef46-2e09-418b-b5c6-4283649b098a
,Primary name,Ndali,Level 2,,,,ADMIN-BEN-000000039,,80e612d7-80d1-4484-9bb1-9048819ad1f0
,Primary name,Kalale,Level 2,,,,ADMIN-BEN-000000038,,b766cba1-d96e-4101-a32e-fe4290f4237a
,Primary name,Bembereke,Level 2,,,,ADMIN-BEN-000000037,,ec6741ee-d0ff-424f-ace0-bddbb6973780
,Primary name,Ze,Level 2,,,,ADMIN-BEN-000000036,,1c1b4e7f-3a1e-4efa-9d61-460cb58e6ee3
,Primary name,Tori-bossito,Level 2,,,,ADMIN-BEN-000000035,,1e3335c8-82e6-4bba-b633-5567eb9a1af9
,Primary name,Toffo,Level 2,,,,ADMIN-BEN-000000034,,7d843cab-22a4-4782-a1cb-6299ae7cecd0
,Primary name,So-ava,Level 2,,,,ADMIN-BEN-000000033,,86ede4a5-5a4b-41fb-bbbb-b9dd0bdf3688
,Primary name,Ouidah,Level 2,,,,ADMIN-BEN-000000032,,7d144e2b-2404-4365-a2b2-753f40278322
,Primary name,Kpomasse,Level 2,,,,ADMIN-BEN-000000031,,06efe387-a887-4a7c-94ae-7fddf9f4e7d3
,Primary name,Allada,Level 2,,,,ADMIN-BEN-000000030,,4ce6da79-2cdc-4746-b626-62d490eb6816
,Primary name,Abomey-calavi,Level 2,,,,ADMIN-BEN-000000029,,c6c274e6-8634-45b5-9993-dc262473d32c
,Primary name,Toukountouna,Level 2,,,,ADMIN-BEN-000000028,,cc30585e-f3d2-497e-a367-fb3945a722c6
,Primary name,Tanguieta,Level 2,,,,ADMIN-BEN-000000027,,20036377-2e92-48e5-b982-6721782f1195
,Primary name,Pehonko,Level 2,,,,ADMIN-BEN-000000026,,0244825b-0564-4c54-8093-382437fd3616
,Primary name,Natitingou,Level 2,,,,ADMIN-BEN-000000025,,00a1e388-0553-4fab-a96b-f19ceba5c91e
,Primary name,Seme-kpodji,Level 2,,,,ADMIN-BEN-000000075,,93265471-4dd2-4ed8-851e-dd181a6d5207
,Primary name,Porto-novo,Level 2,,,,ADMIN-BEN-000000074,,e34d5023-05e0-46f3-972b-daadd9cff4ae
,Primary name,Dangbo,Level 2,,,,ADMIN-BEN-000000073,,e4238cc7-3da3-4ee6-aa4c-faeeb9330e4b
,Primary name,Bonou,Level 2,,,,ADMIN-BEN-000000072,,bef5a742-be52-4ca9-8092-d526eda56460
,Primary name,Avrankou,Level 2,,,,ADMIN-BEN-000000071,,256bd5ec-ae17-4e5e-a145-70b5ce6159ab
,Primary name,Akpro-misserete,Level 2,,,,ADMIN-BEN-000000070,,bcd5626c-30f1-461c-a17c-a136fe90bd86
,Primary name,Adjohoun,Level 2,,,,ADMIN-BEN-000000069,,c0ef081b-e606-48dd-bf7d-14d9f344c3b5
,Primary name,Adjara,Level 2,,,,ADMIN-BEN-000000068,,67480c4a-430b-4d00-bb46-9926941bbf60
,Primary name,Lokossa,Level 2,,,,ADMIN-BEN-000000067,,b4c3bcce-9fca-49a0-b174-f39242421c4c
,Primary name,Houeyogbe,Level 2,,,,ADMIN-BEN-000000066,,a4775d24-fc8d-4dcc-b455-03487f8448a7
,Primary name,Grand-popo,Level 2,,,,ADMIN-BEN-000000065,,7938fc3f-72b6-457b-8f39-bc8322936cdd
,Primary name,Come,Level 2,,,,ADMIN-BEN-000000064,,22b72ca4-576d-4258-9f27-a8334a9482bb
,Primary name,Bopa,Level 2,,,,ADMIN-BEN-000000063,,2ab20aa6-6e4d-4cc2-8689-5419d6a20133
,Primary name,Athieme,Level 2,,,,ADMIN-BEN-000000062,,dce6d65a-747c-4d5b-add1-906f949fbc0c
,Primary name,Cotonou,Level 2,,,,ADMIN-BEN-000000061,,a28c4c5c-cf2f-486d-b5df-5b3dae490650
,Primary name,Ouake,Level 2,,,,ADMIN-BEN-000000060,,0fbd2fe2-7bd6-4006-b571-1ef76f492076
,Primary name,Kopargo,Level 2,,,,ADMIN-BEN-000000059,,af8b21af-abbb-429c-b056-c5691d65ecba
,Primary name,Djougou,Level 2,,,,ADMIN-BEN-000000058,,c1831449-f64b-466b-b3bb-75d392103e14
,Primary name,Bassila,Level 2,,,,ADMIN-BEN-000000057,,fdc85a1f-2b09-4608-a538-6192af6cf040
